relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,timestamp,source_record_id
REL000281,person,P0004,ASSOCIATED_WITH_CASE,case,CASE0001,2026-08-23 16:45:00,FIR00005
REL000282,account,ACC00010,TRANSFERRED_TO,account,ACC00009,2026-08-24 06:18:30,TXN000048
REL000283,person,P0002,COMMUNICATES_WITH,person,P0004,2026-08-24 18:48:19,CDR000192
REL000284,person,P0001,COMMUNICATES_WITH,person,P0002,2026-08-25 20:39:25,CDR000193
REL000285,person,P0004,APPEARS_AT,location,LOC0004,2026-08-26 06:34:17,SURV000032
REL000286,account,ACC00015,TRANSFERRED_TO,account,ACC00018,2026-08-26 11:48:19,TXN000049
REL000287,person,P0016,COMMUNICATES_WITH,person,P0018,2026-08-26 14:22:25,CDR000194
REL000288,account,ACC00007,TRANSFERRED_TO,account,ACC00006,2026-08-26 16:13:05,TXN000050
REL000289,account,ACC00010,TRANSFERRED_TO,account,ACC00011,2026-08-28 18:00:05,TXN000051
REL000290,person,P0005,COMMUNICATES_WITH,person,P0007,2026-08-29 16:07:49,CDR000195
REL000291,person,P0004,COMMUNICATES_WITH,person,P0015,2026-08-29 19:30:46,CDR000196
REL000292,person,P0009,COMMUNICATES_WITH,person,P0013,2026-08-30 08:24:22,CDR000197
REL000293,person,P0009,APPEARS_AT,location,LOC0007,2026-08-30 21:39:13,SURV000033
REL000294,person,P0017,APPEARS_AT,location,LOC0003,2026-08-31 11:00:15,SURV000034
REL000295,person,P0020,COMMUNICATES_WITH,person,P0004,2026-08-31 18:46:37,CDR000198
REL000296,person,P0001,OWNS_ACCOUNT,account,ACC00001,,bank_accounts
REL000297,person,P0002,OWNS_ACCOUNT,account,ACC00002,,bank_accounts
REL000298,person,P0003,OWNS_ACCOUNT,account,ACC00003,,bank_accounts
REL000299,person,P0004,OWNS_ACCOUNT,account,ACC00004,,bank_accounts
REL000300,person,P0005,OWNS_ACCOUNT,account,ACC00005,,bank_accounts
REL000301,person,P0006,OWNS_ACCOUNT,account,ACC00006,,bank_accounts
REL000302,person,P0007,OWNS_ACCOUNT,account,ACC00007,,bank_accounts
REL000303,person,P0008,OWNS_ACCOUNT,account,ACC00008,,bank_accounts
REL000304,person,P0009,OWNS_ACCOUNT,account,ACC00009,,bank_accounts
REL000305,person,P0010,OWNS_ACCOUNT,account,ACC00010,,bank_accounts
REL000306,person,P0011,OWNS_ACCOUNT,account,ACC00011,,bank_accounts
REL000307,person,P0012,OWNS_ACCOUNT,account,ACC00012,,bank_accounts
REL000308,person,P0013,OWNS_ACCOUNT,account,ACC00013,,bank_accounts
REL000309,person,P0014,OWNS_ACCOUNT,account,ACC00014,,bank_accounts
REL000310,person,P0015,OWNS_ACCOUNT,account,ACC00015,,bank_accounts
REL000311,person,P0016,OWNS_ACCOUNT,account,ACC00016,,bank_accounts
REL000312,person,P0017,OWNS_ACCOUNT,account,ACC00017,,bank_accounts
REL000313,person,P0018,OWNS_ACCOUNT,account,ACC00018,,bank_accounts
REL000314,person,P0019,OWNS_ACCOUNT,account,ACC00019,,bank_accounts
REL000315,person,P0020,OWNS_ACCOUNT,account,ACC00020,,bank_accounts
REL000316,person,P0005,OWNS_ACCOUNT,account,ACC00021,,bank_accounts
REL000317,person,P0001,OWNS_VEHICLE,vehicle,V0001,,vehicles
REL000318,person,P0002,OWNS_VEHICLE,vehicle,V0002,,vehicles
REL000319,person,P0009,OWNS_VEHICLE,vehicle,V0003,,vehicles
REL000320,person,P0004,OWNS_VEHICLE,vehicle,V0004,,vehicles
REL000321,person,P0011,OWNS_VEHICLE,vehicle,V0005,,vehicles
REL000322,person,P0013,OWNS_VEHICLE,vehicle,V0006,,vehicles
REL000323,person,P0015,OWNS_VEHICLE,vehicle,V0007,,vehicles
REL000324,person,P0008,OWNS_VEHICLE,vehicle,V0008,,vehicles
REL000325,person,P0001,OWNS_PHONE,phone,PH0001,,phone_numbers
REL000326,person,P0002,OWNS_PHONE,phone,PH0002,,phone_numbers
REL000327,person,P0003,OWNS_PHONE,phone,PH0003,,phone_numbers
REL000328,person,P0004,OWNS_PHONE,phone,PH0004,,phone_numbers
REL000329,person,P0005,OWNS_PHONE,phone,PH0005,,phone_numbers
REL000330,person,P0006,OWNS_PHONE,phone,PH0006,,phone_numbers
REL000331,person,P0007,OWNS_PHONE,phone,PH0007,,phone_numbers
REL000332,person,P0008,OWNS_PHONE,phone,PH0008,,phone_numbers
REL000333,person,P0009,OWNS_PHONE,phone,PH0009,,phone_numbers
REL000334,person,P0010,OWNS_PHONE,phone,PH0010,,phone_numbers
REL000335,person,P0011,OWNS_PHONE,phone,PH0011,,phone_numbers
REL000336,person,P0012,OWNS_PHONE,phone,PH0012,,phone_numbers
REL000337,person,P0013,OWNS_PHONE,phone,PH0013,,phone_numbers
REL000338,person,P0014,OWNS_PHONE,phone,PH0014,,phone_numbers
REL000339,person,P0015,OWNS_PHONE,phone,PH0015,,phone_numbers
REL000340,person,P0016,OWNS_PHONE,phone,PH0016,,phone_numbers
REL000341,person,P0017,OWNS_PHONE,phone,PH0017,,phone_numbers
REL000342,person,P0018,OWNS_PHONE,phone,PH0018,,phone_numbers
REL000343,person,P0019,OWNS_PHONE,phone,PH0019,,phone_numbers
REL000344,person,P0020,OWNS_PHONE,phone,PH0020,,phone_numbers
REL000345,person,P0005,OWNS_PHONE,phone,PH0021,,phone_numbers
REL000346,person,P0011,OWNS_PHONE,phone,PH0022,,phone_numbers
REL000347,person,P0001,OWNS_PHONE,phone,PH0023,,phone_numbers
REL000348,person,P0009,OWNS_PHONE,phone,PH0024,,phone_numbers
REL000349,person,P0001,WORKED_FOR,organization,O001,,organization_members
REL000350,person,P0003,WORKED_FOR,organization,O001,,organization_members
REL000351,person,P0020,WORKED_FOR,organization,O001,,organization_members
REL000352,person,P0004,WORKED_FOR,organization,O002,,organization_members
REL000353,person,P0015,WORKED_FOR,organization,O002,,organization_members
REL000354,person,P0009,WORKED_FOR,organization,O003,,organization_members
REL000355,person,P0011,WORKED_FOR,organization,O003,,organization_members
REL000356,person,P0001,ASSOCIATED_WITH_CASE,case,CASE0101,,HIST00001
REL000357,person,P0004,ASSOCIATED_WITH_CASE,case,CASE0101,,HIST00002
REL000358,person,P0004,ASSOCIATED_WITH_CASE,case,CASE0102,,HIST00003
REL000359,person,P0006,ASSOCIATED_WITH_CASE,case,CASE0102,,HIST00004
REL000360,person,P0009,ASSOCIATED_WITH_CASE,case,CASE0103,,HIST00005
REL000361,person,P0011,ASSOCIATED_WITH_CASE,case,CASE0103,,HIST00006
REL000362,person,P0008,ASSOCIATED_WITH_CASE,case,CASE0104,,HIST00007
REL000363,person,P0013,ASSOCIATED_WITH_CASE,case,CASE0105,,HIST00008
REL000364,person,P0015,ASSOCIATED_WITH_CASE,case,CASE0106,,HIST00009
